name,category,profile,earths,property,division,area,region,data,akt,edition,archeology,hydrology,hunting,geology,deforest,fishery,agricultur,building,tourism,shape_leng,shape_area,_prop,_prop_2,_region,_square_ga,_category,_type_1,_type_2,photo_url,sequrity,test,Лист8_Field2,Лист8_Field3,Лист8_Field4,Лист8_Field5,Лист8_Field6,name_2
Веселая грива,памятник природы,комплексный,земли особо охраняемых территорий и объектов,,"72:12:10 02 001:0005; 72:12-9.5",501.095306396484,Нижнетавдинский,2008/07/18,Постановление Правительства Тюменской области №199-п,"ПП ТО №199-п от 18.07.2008; ПП ТО №132-п от 18.04.2011; ПП ТО №293-п от 22.07.2013; ПП ТО №378-п от 19.06.2020",,Запрещено,Запрещено,Запрещено,Запрещено,,Запрещено,Запрещено,Разрешено,17379.4987913561,17047802.3941003,Региональный,reg_pam_prir,TYM,"501,10",Памятник природы,Непроизводственный,Рекреационные,https://i.postimg.cc/cHD813tg/image.jpg,,,Памятник природы,Нижнетавдинский район,"Млекопитающие: бобр.Растительность: липа сердцелистная, лилия кудреватая, волчник обыкновенный и др.","Департамент по охране, контролю и регулированию использования объектов животного мира и среды их обитания Тюменской области",,Веселая грива
Окрестности дома отдыха «Тобольский» (участок 1),памятник природы,ландшафтный,"земли лесного фонда, земли населенных пунктов",,"№1 - 72:00 - 9.1, №2 - 72:00 - 9.2",157.669998168945,г. Тобольск,1968/08/22,Решение Исполнительного комитета Тюменской области Совета Депутатов трудящихся №515,"Решение ИК ТО Совета ДТ №225 от 01.04.1969г; РГ ТО №559-р от 05.06.2000г; РГ ТО №197-р от 28.03.2003г; РА ТО №320-р от 25.04.2003г; ПА ТО №143-пк от 15.11.2004г; РП ТО №585-рп от",Разрешено,Запрещено,Запрещено,Запрещено,Запрещено,,Запрещено,Запрещено,Разрешено,11528.0748683901,5653167.29716116,Региональный,reg_pam_prir,,"157,66",Памятник природы,Непроизводственный,Селитебные,https://i.postimg.cc/ydW8PbWx/image.jpg,,,,,,,,Окрестности дома отдыха «Тобольский» (участок 1)
Окрестности дома отдыха «Тобольский» (участок 2),памятник природы,ландшафтный,"земли лесного фонда, земли населенных пунктов",,"№1 - 72:00 - 9.1, №2 - 72:00 - 9.2",44.3699989318848,г. Тобольск,1968/08/22,Решение Исполнительного комитета Тюменской области Совета Депутатов трудящихся №515,"Решение ИК ТО Совета ДТ №225 от 01.04.1969г; РГ ТО №559-р от 05.06.2000г; РГ ТО №197-р от 28.03.2003г; РА ТО №320-р от 25.04.2003г; ПА ТО №143-пк от 15.11.2004г; РП ТО №585-рп от",Разрешено,Запрещено,Запрещено,Запрещено,Запрещено,,Запрещено,Запрещено,Разрешено,7345.10428709726,1574465.83423457,Региональный,reg_pam_prir,,"44,36",Памятник природы,Непроизводственный,Селитебные,https://i.postimg.cc/ydW8PbWx/image.jpg,,,,,,,,Окрестности дома отдыха «Тобольский» (участок 2)
Озеро Большой Уват,памятник природы,гидрологический,,,,19087.029296875,Вагайский район,2021/06/25,Постановление Правительства Тюменской области №356-п,Постановление Правительства Тюменской области №356-п от 25.06.2021,,Запрещено,Запрещено,Запрещено,,,,,Разрешено,124963.845178108,656909587.921573,Региональный,reg_pam_prir,TYM,"19087,03",Памятник природы,Непроизводственный,Рекреационные,https://i.postimg.cc/ZYDs1yMz/image.jpg ,,,Памятник природы,Вагайский район,"Орнитофауна: краснозобая казарка, орлан-белохвост, кроншнеп большой и др.","Департамент по охране, контролю и регулированию использования объектов животного мира и среды их обитания Тюменской области",,Озеро Большой Уват
Синицинский бор,памятник природы,комплексный,земли лесного фонда,,"72:10:0000000:2288, 72:10:0000000:2137",1110.72998046875,Ишимский,1968/08/22,Решение Исполнительного комитета Тюменской области Совета Депутатов трудящихся №515,"Решение ИК ТО Совета ДТ №515 от 22.08.1968 г., ПП ТО №481-п от 21.11.2012 г., ПП ТО №59-п от 21.02.2013 г., ПП ТО №417-п от 16.07.2021 г.",Разрешено,Запрещено,Запрещено,,Запрещено,,Запрещено,Запрещено,Разрешено,51933.4707619078,35428035.5957496,Региональный,reg_pam_prir,TYM,"1110,73",Памятник природы,Непроизводственный,Рекреационные,https://i.postimg.cc/K4SsgPnk/image.jpg ,,,Памятник природы,Ишимский район,"Растительность: волчник обыкновенный, рябчик малый, ирис сибирский и др.","Департамент по охране, контролю и регулированию использования объектов животного мира и среды их обитания Тюменской области",,Синицинский бор
Александровский,государственный природный заказник,комплексный,,,72:06-9.1,81552.02,Викуловский,2021/12/10,Постановление Правительства Тюменской области № 820-п,,,,Запрещено,Запрещено,Запрещено,,,,Разрешено,,,Региональный,reg_zac,TYM,"81552,02",государственный природный заказник,Непроизводственный,ООПТ с сельскохозяйственной деятельностью,https://i.postimg.cc/jCYqRqcn/image.jpg,,,государственный природный заказник,Викуловский район,"Орнитофауна: чернозобая гагара, краснозобая казарка, орлан-белохвост, филин, обыкновенный турпан, скопа, обыкновенный осоед и др. Млекопитающие: обыкновенный еж, лось, косуля, кабан, барсук, колонок, лисица, соболь и др.Растительность: венерин башмачок, дремлик болотный, липа сердцевидная, мытник перевернутый, некера перистая.","Департамент по охране, контролю и регулированию использования объектов животного мира и среды их обитания Тюменской области",,Александровский
Озеро Соленое,памятник природы,,"земли сельскохозяйственного назначения, земли водного фонда",,72:04-9.1,109.9139,Бердюжский,2011/12/27,Постановление Правительства Тюменской области № 511-п,ПП ТО № 163-п от 24.03.2022,,,Запрещено,,Запрещено,,,Запрещено,Разрешено,,,Региональный,reg_pam_prir,TYM,"109,91",Памятник природы,Непроизводственный,Рекреационные,https://i.postimg.cc/d3grQFbw/image.jpg ,,,Памятник природы,Бердюжский район,"Млекопитающие: грызуны (суслики рябой и краснощекий, хомяк, земляной заяц, полевки, степная пеструшка), волки, горностай, ласка.Растительность: ковыль перистый.Уникальные запасы минеральных вод и лечебных грязей. ","Департамент по охране, контролю и регулированию использования объектов животного мира и среды их обитания Тюменской области",,Озеро Соленое
Государственный природный заказник регионального значения «Ямальский»,,,,,,,,,,,,,,,,,,,,,,Региональный,reg,YANAO,"4113685,68",Биологический,Производственный,ООПТ с нефтегазовым освоением,https://i.postimg.cc/wT8zTyjC/image.jpg ,,,биологический,Ямальский район,"Млекопитающие: белый медведь, атлантический морж, гренландский и сельдяной киты, северный олень (островная популяция о. Белый). Ихтиофауна: муксун, арктический голец. Орнитофауна: малый лебедь, краснозобая казарка, пискулька, краснозобая гагара.",Департамент природных ресурсов и экологии ЯНАО.Бюджетное учреждение «Дирекция ООПТ регионального значения ЯНАО»,,Государственный природный заказник регионального значения «Ямальский»
Государственный природный заказник регионального значения «Пякольский»,,,,,,,,,,,,,,,,,,,,,,Региональный,reg,Красноселькупский район,"438560",биологический,Непроизводственный,ООПТ с традиционным природопользованием,https://i.postimg.cc/s2nHB89B/image.jpg  ,,,биологический,Красноселькупский район,"Ихтиофауна: нельма, чир, пыжьян, пелядь.Орнитофауна: малый тундряной лебедь, краснозобая казарка, пискулька, глухарь, ястреб, скопа, орлан-белохвост, сапсан, кречет.Млекопитающие: бурый медведь, лось, дикий северный олень, соболь, выдра.Экосистемы северо-таёжной подзоны тайги и южной тундры рек Таз и Пяколькы",Департамент природных ресурсов и экологии ЯНАО.Бюджетное учреждение «Дирекция ООПТ регионального значения ЯНАО»,,Государственный природный заказник регионального значения «Пякольский»
Государственный природный заказник регионального значения «Ямальский» (Северо-Ямальский участок),,,,,,,,,,,,,,,,,,,,,,Региональный,reg,Ямальский район,"4113685,68",Биологический,Производственный,ООПТ с нефтегазовым освоением,https://i.postimg.cc/tJNvgpGm/image.jpg,,,,,,,,Государственный природный заказник регионального значения «Ямальский» (Северо-Ямальский участок)
Государственный природный заказник регионального значения «Мессо-Яхинский»,,,,,,,,,,,,,,,,,,,,,,Региональный,reg,Тазовский район,"86033",биологический,Производственный,ООПТ с нефтегазовым освоением,https://i.postimg.cc/CLyD4Ncz/image.jpg ,,,биологический,Тазовский район,"Ихтиофауна: нельма, чир, пыжьян. Орнитофауна: водоплавающие. Млекопитающие: бурый медведь, лось, дикий северный олень, ондатра. Пойменные озерно-болотные комплексы. Места скоплений водоплавающих на пролете. Феномены: малый тундряной лебедь",Департамент природных ресурсов и экологии ЯНАО.Бюджетное учреждение «Дирекция ООПТ регионального значения ЯНАО»,,Государственный природный заказник регионального значения «Мессо-Яхинский»
Природный парк «Ингилор» (образован в результате преобразования природного парка «Полярно-Уральский»),,,,,,,,,,,,,,,,,,,,,,Региональный,reg,YANAO,"921986",Биологический,Производственный,Рекреационные,https://i.postimg.cc/jjfZM5zb/image.png ,,,биологический,Приуральский район,"Птицы: беркут, сапсан и серый сорокопут, турпан, дупель, белая сова, дупель;Копытные: дикий северный олень, лось;Рыбы: таймень, тугун, арктический голец;Плотоядные: росомаха.Историко культурные объекты: традиционные стойбища и священные места коренных народов севера, ракетные шахты времен «холодной войны», объекты 501 стройкиГеологические и природно-ландшафтные объекты: озера Большое Хадатинское, Большое Щучье; «Долина нефритов»",Департамент природных ресурсов и экологии ЯНАО.Бюджетное учреждение «Дирекция ООПТ регионального значения ЯНАО»,,Природный парк «Ингилор» (образован в результате преобразования природного парка «Полярно-Уральский»)
Государственный природный заказник регионального значения «Нижне-Обский»,,,,,,,,,,,,,,,,,,,,,,Региональный,reg,,"142203,92",Биологический,Непроизводственный,ООПТ с традиционным природопользованием,https://i.postimg.cc/RVygzKCt/image.jpg ,,,биологический,Ямальский район,"Орнитофауна: шилохвость, чирок-свистунок, свиязь, синьга, хохлатая чернеть, гуси (гуменник, серый и белолобый), лебедь-кликун, чайки серебристая и сизая, кулики, тундряная и белая куропатки, болотная сова, дербник, луговой лунь, пискулька, малый лебедь, кречет, сапсан, на пролете - краснозобая казарка.Млекопитающие: заяц-беляк, лемминги, ондатра, полевки серые, лисица, песец, росомаха, ласка, горностай, лось и др. Водно-болотное угодье международного значения.",Департамент природных ресурсов и экологии ЯНАО.Бюджетное учреждение «Дирекция ООПТ регионального значения ЯНАО»,,Государственный природный заказник регионального значения «Нижне-Обский»
Государственный природный заказник регионального значения «Собты-Юганский»,,,,,,,,,,,,,,,,,,,,,,Региональный,reg,YANAO,"358429",Биологический,Непроизводственный,ООПТ с лесопромышленным комплексом,https://i.postimg.cc/C5MKvRnr/image.jpg ,,,биологический,"Приуральский район, Шурышкарский район","Ихтиофауна: нельма, муксун, чир, пыжьян, пелядь.Орнитофауна: малый тундряной лебедь, краснозобая казарка, гуменник, серый гусь, пискулька, глухарь, ястреб, скопа, орлан-белохвост, сапсан, кречет.Млекопитающие: бурый медведь, лось, выдра, горностай, лисица, волк, росомаха, песец",Департамент природных ресурсов и экологии ЯНАО.Бюджетное учреждение «Дирекция ООПТ регионального значения ЯНАО»,,Государственный природный заказник регионального значения «Собты-Юганский»
Государственный природный заказник регионального значения «Куноватский» (Большеобский участок),,,,,,,,,,,,,,,,,,,,,,Региональный,reg,YANAO,"252860,57",Биологический,Непроизводственный,ООПТ с традиционным природопользованием,https://i.postimg.cc/ZnSDZ02d/2.png,,,,,,,,Государственный природный заказник регионального значения «Куноватский» (Большеобский участок)
Государственный природный заказник регионального значения «Куноватский» (Куноватский участок),,,,,,,,,,,,,,,,,,,,,,Региональный,reg,YANAO,"252860,57",Биологический,Непроизводственный,ООПТ с традиционным природопользованием,https://i.postimg.cc/KYCHq05Q/image.png,,,,,,,,Государственный природный заказник регионального значения «Куноватский» (Куноватский участок)
Государственный природный заказник регионального значения «Сынско-Войкарский»,,,,,,,,,,,,,,,,,,,,,,Региональный,reg,YANAO,"292049,00",биологический и зоологический ,Непроизводственный,ООПТ с лесопромышленным комплексом,https://i.postimg.cc/nhnGx2bC/image.png ,,,биологический и зоологический ,Шурышкарский район,Нерестилища сиговых пород рыб,Департамент природных ресурсов и экологии ЯНАО.Бюджетное учреждение «Дирекция ООПТ регионального значения ЯНАО»,,Государственный природный заказник регионального значения «Сынско-Войкарский»
Государственный природный заказник регионального значения «Надымский»,,,,,,,,,,,,,,,,,,,,,,Региональный,reg,YANAO,"562995,51",биологический,Производственный,ООПТ с нефтегазовым освоением,https://i.postimg.cc/Kzt2nx9q/image.png ,,,биологический,Надымский район,"Млекопитающие: бурый медведь, тобольский соболь, лесная куница, ласка, тобольский горностай, ондатра, заяц-беляк, лось.Орнитофауна: лебедь-кликун, серый гусь, белолобый гусь, пискулька, гуменник, свиязь, чирок-свистунок, чирок-трескунок, шилохвость, широконоска, хохлатая чернеть.Ихтиофауна: нельма, чир, пыжьян, пелядь.Экосистемы северно-таежной подзоны тайги и южной подзоны лесотундры.",Департамент природных ресурсов и экологии ЯНАО.Бюджетное учреждение «Дирекция ООПТ регионального значения ЯНАО»,,Государственный природный заказник регионального значения «Надымский»
Государственный природный заповедник «Верхне-Тазовский» (федеральное значение),,,,,,,,,,,,,,,,,,,,,,Региональный,reg,Красноселькупский район,"631308",биологический,Непроизводственный,Рекреационные,https://i.postimg.cc/m2LP25kf/image.jpg ,,,биологический,Красноселькупский район,"Редкие виды животных: малый лебедь, краснозобая казарка, скопа, чернозобая гагара, филин, беркут, орлан-белохвост, сапсан, варакушка.Охотничье-промысловая фауна: глухарь, белая куропатка, лось, дикий северный олень, соболь, выдра, норка, росомаха, рысь. ",Министерство природных ресурсов и экологии РФ.Федеральное государственное бюджетное учреждение «Государственный природный заповедник «Верхне-Тазовский»,,Государственный природный заповедник «Верхне-Тазовский» (федеральное значение)
Верхне-Кондинский,,,,,,,,,,,,,,,,,,,,,,Федеральный,fed,KHMAO,"241600,00",государственный природный заказник,Производственный,ООПТ с лесопромышленным комплексом,https://i.postimg.cc/0yQz1k0K/image.jpg ,,,государственный природный заказник,"Кондинский район, Советский район","Редкие виды растений: лобария легочная, кувшинки чистобелая и четырехгранная, пион марьин корень, очеретник белый.Орнитофауна:скопа, орлан-белохвост.Млекопитающие: ападносибирский (северо-азиатский) бобр.",Федеральное государственное бюджетное учреждение «Государственный природный заповедник «Малая Сосьва» имени В.В. Раевского»,,Верхне-Кондинский
Березовский,,,,,,,,,,,,,,,,,,,,,,Региональный,reg,,"43320",Природный  заказник,Непроизводственный,ООПТ с традиционным природопользованием,https://i.postimg.cc/PJVhYFS3/image.jpg ,,,Природный  заказник,Берёзовский район,"Орнитофауна: орлан белохвост, краснозобая казарка (на пролете), стерх (на пролете).Млекопитающие: лось, заяц, горностай, барсук, красная лисица, барсук, ондатра.",Департамент недропользования и природных ресурсов ХМАО-Югры. Бюджетное учреждение ХМАО-Югры «Объединенная дирекция особо охраняемых природных территорий»,,Березовский
Кондинские озёра,,,,,,,,,,,,,,,,,,,,,,Региональный,,KHMAO,"43900",Природный  парк,Производственный,Смешанные,https://i.postimg.cc/g28dH6pC/image.gif,,,,,,,,Кондинские озёра
Васпухольский,,,,,,,,,,,,,,,,,,,,,,Федеральный,fed,KHMAO,"93200,00",государственный природный заказник,Непроизводственный,Заповедные,https://i.postimg.cc/SQv5fVt0/image.jpg ,,,государственный природный заказник,"Кондинский район, Ханты-Мансийский район","Орнитофауна:беркут, белая сова, орлан-белохвост, скопа, филин. Млекопитающие: лось, медведь, соболь, выдра, росомаха, лисица, барсук.Редкие, эталонные и типичные природные комплексы: ягельные боры, кедровые леса, кормовые базы.",Федеральное государственное бюджетное учреждение «Государственный природный заповедник «Малая Сосьва» имени В.В. Раевского»,,Васпухольский
Унторский,,,,,,,,,,,,,,,,,,,,,,Региональный,reg,KHMAO,"81526,00",Природный  заказник,Непроизводственный,ООПТ с традиционным природопользованием,https://i.postimg.cc/X7Z6tLHW/image.jpg ,,,Природный  заказник,Октябрьский район,"Орнитофауна: орлан белохвост, кулик – сорока, скопа, сапсан, стерх, краснозобая гагара, гуменник, турпан обыкновенный, пискулька, серый журавль, краснозобая казарка (на пролете).Млекопитающие: барсук. ",Департамент недропользования и природных ресурсов ХМАО-Югры. Бюджетное учреждение ХМАО-Югры «Объединенная дирекция особо охраняемых природных территорий»,,Унторский
Вогулка,,,,,,,,,,,,,,,,,,,,,,Региональный,reg,KHMAO,"64747,00",Природный заказник,Непроизводственный,Рекреационные,https://i.postimg.cc/VsgNzKWb/image.jpg ,,,Природный заказник,Берёзовский район,"Орнитофауна: орлан белохвост, скопа, стерх, серый журавль, малый лебедь.Млекопитающие: лось, северный олень, соболь, росомаха, медведь, выдра.",Департамент недропользования и природных ресурсов ХМАО-Югры. Бюджетное учреждение ХМАО-Югры «Объединенная дирекция особо охраняемых природных территорий»,,Вогулка
Сорумский,,,,,,,,,,,,,,,,,,,,,,Региональный,reg,KHMAO,"159300,00",Природный  заказник,Производственный,ООПТ с нефтегазовым освоением,https://i.postimg.cc/Px2knRnX/image.jpg ,,,Природный  заказник,Белоярский район,"Орнитофауна: орлан белохвост, скопа, кобчик, краснозобая казарка (на пролете). Млекопитающие: лось, бурый медведь, россомаха, лисица красная, заяц-беляк, горностай, соболь, выдра, белка обыкновенная. Сосудистые растения: пальчатокаренник гебридский, кубышка малая, лютик лапландский.",Департамент недропользования и природных ресурсов ХМАО-Югры. Бюджетное учреждение ХМАО-Югры «Объединенная дирекция особо охраняемых природных территорий»,,Сорумский
Нумто,,,,,,,,,,,,,,,,,,,,,,Региональный,reg,KHMAO,"556664,00",Природный  парк,Производственный,Смешанные,https://i.postimg.cc/4y9wQY5D/image.jpg ,,,Природный  парк,Белоярский район,"Орнитофауна: краснозобая гагара, казарка, серый гусь, лебедь малый, турпан, серый журавль, орлан белохвост, беркут, филин, кобчик, кречет, скопа и другие.Археологические, этнокультурные памятники. ",Департамент недропользования и природных ресурсов ХМАО-Югры. Бюджетное учреждение ХМАО- Югры «Природный парк «Нумто»,,Нумто
Елизаровский,,,,,,,,,,,,,,,,,,,,,,Федеральный,fed,KHMAO,"76600,00",государственный природный заказник,Непроизводственный,Заповедные,https://i.postimg.cc/c46WsrPW/image.jpg ,,,государственный природный заказник,Ханты-Мансийский район,"Орнитофауна:орлан-белохвост, кулик – сорока, скопа, сапсан, тундрянная куропатка, стерх, краснозобая гагара, гуменник, обыкновенный турпан, пискулька, серый журавль, краснозобая казарка (на пролете), филин, большой кроншнеп.Млекопитающие: барсук. ",Федеральное государственное бюджетное учреждение «Государственный природный заповедник «Малая Сосьва» имени В.В. Раевского»,,Елизаровский
Сургутский,,,,,,,,,,,,,,,,,,,,,,Региональный,reg,KHMAO,"24530,00",Природный  заказник,Производственный,ООПТ с нефтегазовым освоением,https://i.postimg.cc/NjmqjMvP/image.jpg ,,,Природный  заказник,Сургутский район,"Орнитофауна: кулик – сорока, скопа, филин, серый гусь, обыкновенный турпан, большой подорлик, серый журавль, осоед обыкновенный, кобчик. Места отела и миграции лося; промысловые пушные звери (соболь, выдра, норка, ондатра, барсук).Сосудистые растения: пальчатокаренник гебридский, волчеягодник обыкновенный, тайник сердцевидный и др.",Департамент недропользования и природных ресурсов ХМАО-Югры. Бюджетное учреждение ХМАО-Югры «Объединенная дирекция особо охраняемых природных территорий»,,Сургутский
Сургутский,,,,,,,,,,,,,,,,,,,,,,Региональный,reg,KHMAO,"24530,00",Природный  заказник,Производственный,ООПТ с нефтегазовым освоением,https://i.postimg.cc/NjmqjMvP/image.jpg ,,,Природный  заказник,Сургутский район,"Орнитофауна: кулик – сорока, скопа, филин, серый гусь, обыкновенный турпан, большой подорлик, серый журавль, осоед обыкновенный, кобчик. Места отела и миграции лося; промысловые пушные звери (соболь, выдра, норка, ондатра, барсук).Сосудистые растения: пальчатокаренник гебридский, волчеягодник обыкновенный, тайник сердцевидный и др.",Департамент недропользования и природных ресурсов ХМАО-Югры. Бюджетное учреждение ХМАО-Югры «Объединенная дирекция особо охраняемых природных территорий»,,Сургутский
Сибирские Увалы,,,,,,,,,,,,,,,,,,,,,,Региональный,reg,KHMAO,"299620,00",Природный  парк,Непроизводственный,Рекреационные,https://i.postimg.cc/KcPMB7rZ/image.gif ,,,Природный  парк,Нижневартовский район,"Орнитофауна: орлан белохвост, стерх, скопа, гуменник, серый журавль, обыкновенный турпан, пискулька, беркут и др.Млекопитающие: барсук.Редкие виды растений: пальчатокоренник Траунштейнера, прострел желтеющий, астра сибирская. Лишайники: лептогиум синеватый, бриория буроватая.Охраняемые геологические объекты: доледниковые темные пески.Археологические и этнографические памятники истории и культуры.",Департамент недропользования и природных ресурсов ХМАО-Югры. Бюджетное учреждение ХМАО-Югры «Природный парк «Сибирские увалы»,,Сибирские Увалы
Система озёр Ун-Новинклор,,,,,,,,,,,,,,,,,,,,,,Региональный,reg,,"598,4",Памятник природы,Непроизводственный,Селитебные,https://i.postimg.cc/LsDcxtbb/image.jpg,,,,,,,,Система озёр Ун-Новинклор
Юганский,,,,,,,,,,,,,,,,,,,,,,Федеральный,fed,KHMAO,"648636,00",государственный природный заповедник,Непроизводственный,Заповедные,https://i.postimg.cc/sgmNHZYS/image.jpg ,,,государственный природный заповедник,Сургутский район,"Орнитофауна: черный аист, краснозобая казарка, гуменник, пискулька, малый лебедь, клоктун, быкновенный турпан, скопа, беркут, орлан-белохвост, степной лунь, сапсан, кречет, кобчик, кулик-сорока, кроншнеп, дупель, коростель, филин и др. Млекопитающие: лесной северный олень, медведица Менетри",Министерство природных ресурсов и экологии РФ. Федеральное государственное бюджетное учреждение «Государственный природный заповедник «Юганский»,,Юганский
Малая Сосьва,,,,,,,,,,,,,,,,,,,,,,Федеральный,fed,KHMAO,"225562,00",государственный природный заповедник,Непроизводственный,Заповедные,https://i.postimg.cc/XJyFSj3k/image.jpg ,,,государственный природный заповедник,"Берёзовский район, Октябрьский район, Советский район","Орнитофауна: орлан-белохвост, скопа, беркут, кречет, сапсан; на пролете – краснозобая казарка. Млекопитающие:  западносибирский бобр, дикий северный олень, лось, бурый медведь, рысь, соболь.",Федеральное государственное бюджетное учреждение «Государственный природный заповедник «Малая Сосьва» имени В.В. Раевского»,,Малая Сосьва
Хохловский,,,,,,,,,,,,,,,,,,,,,,Региональный,reg_pam_prir,TYM,"0,06",Памятник природы,Непроизводственный,Рекреационные,https://i.postimg.cc/Ghd2vZq2/image.jpg ,,,,,,,,Хохловский
Национальный парк «Гыданский» (федеральное значение),,,,,,,,,,,,,,,,,,,,,,Региональный,reg,Тазовский район,"878174",Биологический,Непроизводственный,Заповедные,https://i.postimg.cc/HLpZSHsv/image.jpg ,,,биологический,Тазовский район,"Ихтиофауна: ценные виды лососевых, осетровых, сиговых рыб. Виды, включенные в Красную книгу РФ: белоклювая гагара, пискулька, малый лебедь, белый медведь, атлантический морж. Территория включена в Перспективный список Рамсарской конвенции.",Министерство природных ресурсов и экологии РФ.Федеральное государственное бюджетное учреждение «Национальный парк «Гыданский»,,Национальный парк «Гыданский» (федеральное значение)
Белоозерский,,,,,,,,,,,,,,,,,,,,96988.1368181356,170384017.833041,Федеральный,fed,,"17850",Государственный природный заказник,Непроизводственный,Заповедные,https://i.postimg.cc/L814Qbt0/image.jpg,,,государственный природный заказник,Армизонский район,"Орнитофауна: белый журавль, баклан, кудрявый пеликан, серый гусь, савка, пеганка, скопа, могильник и др.Растительность: рододендрон, хохлатка плотная, Венерин башмачок, полушник озерный.Уникальный озерно-лесо-степной комплекс Тоболо-Ишимской лесостепи.","Министерство природных ресурсов и экологии РФ; Федеральное государственное бюджетное учреждение «Национальный парк «Припышминские боры»",,Белоозерский
Тюменский,,,,,,,,,,,,,,,,,,,,162011.78375356,564321437.980163,Федеральный,fed,TYM,"53585",Государственный природный заказни,Непроизводственный,Заповедные,https://i.postimg.cc/gcg0xRc4/image.jpg,,,государственный природный заказник,Нижнетавдинский район,"Орнитофауна: черный аист, большой подорлик, чернозобая гагара, лебедь-кликун, стерх, черный журавль, кулик-сорока, пискулька, кречет, филин и др.Млекопитающие: бурый медведь, рысь, куница, кабан, лось, бобр, ондатра, косуля и др.Уникальные природные комплексы: южные урочища еловых лесов с примесью кедра, пихты, липы, можжевельника и вереска, а также Тарманская водно-озерная система.","Министерство природных ресурсов и экологии РФ;Федеральное государственное бюджетное учреждение «Национальный парк «Припышминские боры»",,Тюменский
Лесопарк имени Ю.А. Гагарина,памятник природы,комплексный,земли населенных пунктов,Региональная,72:23:01 12 001:0154,0.418900012969971,г. Тюмень,1968/08/22,Решение Исполнительного комитета Тюменского областного Совета депутатов трудящихся № 515,"ПА ТО №97-пк от 06.09.2004 г.; ПА ТО №143-пк от 15.11.2004 г.; ПП ТО №175-п от 30.07.2007 г.; ПП ТО №132-п от 18.04.2011 г.; ПП ТО №425-п от 15.10.2012 г.; ПП ТО №482-п от 21.11.2012 г.; ПП",,,Запрещено,,Запрещено,,Запрещено,Запрещено,,468.462066914047,14175.4231521602,Региональный,reg_pam_prir,TYM,"104,78",Памятник природы,Непроизводственный,Селитебные,https://i.postimg.cc/CxBdT1g7/image.jpg,,,,,,,,Лесопарк имени Ю.А. Гагарина
Тобольский материк,государственный природный заказник,комплексный,земли лесного фонда,,,3581,Тобольский,1996/02/05,Решение Администрации Тюменской области №74-р,"ПП ТО №410-п от 15.10.2012 г.; ПП ТО №511-п от 09.10.2014 г",,,Нет данных,Нет данных,Нет данных,,Запрещено,Разрешено,Разрешено,17262.0083848661,4563805.75911213,Региональный,reg_zac,TYM,"4192,90",государственный природный заказник,Производственный,ООПТ с лесопромышленным комплексом,https://i.postimg.cc/mrL3yCMk/image.png,,,государственный природный заказник,Тобольский район,"Беспозвоночные: махаон, мнемозина, аполлон, переливница большая, сенница Геро и др.Многолетние растения: лилия кудреватая, башмачок настоящий, купальница европейская и др.","Департамент по охране, контролю и регулированию использования объектов животного мира и среды их обитания Тюменской области",,Тобольский материк
Самаровский Чугас,,,,,,,,,,,,,,,,,,,,,,Региональный,,,"6621",Природный  парк,Непроизводственный,Селитебные,https://i.postimg.cc/v8xQZKj8/image.png,,,,,"Орнитофауна: орлан белохвост, филин, сапсан, луток, кречет.
Сосудистые растения: кувшинка чисто-белая, вероника колосистая, кизильник черноплодный, вереск обыкновенный и др.
Археологические объекты.
",,,Самаровский Чугас
